Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarts
,Thai & Glass Works,1st Floor,,100mm Section Thai with 5mm Glass & net,,809.85,SFT,325,263201.25,
,Thai & Glass Works,1st Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,53.58,SFT,530,28397.4,
,Thai & Glass Works,2nd Floor,,100mm Section Thai with 5mm Glass & net,,809.31,SFT,325,263025.75,
,Thai & Glass Works,2nd Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,53.58,SFT,530,28397.4,
,Thai & Glass Works,3rd Floor,,100mm Section Thai with 5mm Glass & net,,771.08,SFT,325,250601,
,Thai & Glass Works,3rd Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,53.58,SFT,530,28397.4,
,Thai & Glass Works,4th Floor,,100mm Section Thai with 5mm Glass & net,,771.08,SFT,325,250601,
,Thai & Glass Works,4th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,53.58,SFT,530,28397.4,
,Thai & Glass Works,5th Floor,,100mm Section Thai with 5mm Glass & net,,731.69,SFT,325,237799.25,
,Thai & Glass Works,5th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,41.62,SFT,530,22058.6,
,Thai & Glass Works,6th Floor,,100mm Section Thai with 5mm Glass & net,,749.54,SFT,325,243600.5,
,Thai & Glass Works,6th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,41.62,SFT,530,22058.6,
,Thai & Glass Works,7th Floor,,100mm Section Thai with 5mm Glass & net,,749.54,SFT,325,243600.5,
,Thai & Glass Works,7th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,41.62,SFT,530,22058.6,
,Thai & Glass Works,8th Floor,,100mm Section Thai with 5mm Glass & net,,731.69,SFT,325,237799.25,
,Thai & Glass Works,8th Floor,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,41.62,SFT,530,22058.6,
,Thai & Glass Works,Roof Top & Stair,,100mm Section Thai with 5mm Glass & net,,662.31,SFT,325,215250.75,
,Thai & Glass Works,Roof Top & Stair,,100mm Section Thai with 5mm Glass & net with lover (Bathroom),,,SFT,530,0,
,Sanitary Work,Common,Pipe Wiring (Internal),0.75" PPR Pipe  (Pipe Wiring),,"3,500.00",Feet,25,87500,
,Sanitary Work,Common,Pipe Wiring (Internal),0.75" PPr Plain Tee (Pipe Wiring),,340,Pcs,15,5100,
,Sanitary Work,Common,Pipe Wiring (Internal),0.75" PPR Plain Elbow (Pipe Wiring),,800,Pcs,14,11200,
,Sanitary Work,Common,Pipe Wiring (Internal),0.75" PPR Socket (Pipe Wiring),,50,Pcs,11,550,
,Sanitary Work,Common,Pipe Wiring (Internal),0.75" PPR Cap (Pipe Wiring),,10,Pcs,13,130,
,Sanitary Work,Common,Pipe Wiring (Internal),0.75" PPR Bone Plug (Pipe Wiring),,440,Pcs,9,3960,
,Sanitary Work,Common,Pipe Wiring (Internal),0.75" PPR Ball Valbe (Pipe Wiring),,54,Pcs,250,13500,
,Sanitary Work,Common,Pipe Wiring (Internal),0.5" x .75" PPR Female Tee (Pipe Wiring),,280,Pcs,155,43400,
,Sanitary Work,Common,Pipe Wiring (Internal),0.5" x .75" PPR Female Elbow (Pipe Wiring),,440,Pcs,95,41800,
,Sanitary Work,Common,Pipe Wiring (Internal),0.5" x .75" PPR Female Socket (Pipe Wiring),,20,Pcs,110,2200,
,Sanitary Work,Common,Pipe Wiring (Internal),0.5" x .75" PPR Male Socket (Pipe Wiring),,200,Pcs,110,22000,
,Sanitary Work,Common,Pipe Wiring (Internal),0.5" Shower Mixture (Pipe Wiring),,40,Pcs,"3,500.00",140000,
,Sanitary Work,Common,Pipe Wiring (Internal),0.5" Consil Stop Cock (Pipe Wiring),,13,Pcs,850,11050,
,Sanitary Work,Common,Pipe Wiring (Internal),Thread Tap (Pipe Wiring),,100,Pcs,15,1500,
,Sanitary Work,Common,GI Wiring (All Floor),.5" GI Pipe (GI Wiring),,"1,280.00",Feet,45,57600,
,Sanitary Work,Common,GI Wiring (All Floor),.5" GI Elbow (GI Wiring),,112,Pcs,20,2240,
,Sanitary Work,Common,GI Wiring (All Floor),.5" GI Bone Plug (GI Wiring),,15,Pcs,15,225,
,Sanitary Work,Common,GI Wiring (All Floor),.5" GI Socket (GI Wiring),,42,Pcs,15,630,
,Sanitary Work,Common,GI Wiring (All Floor),.5" GI Tee (GI Wiring),,15,Pcs,20,300,
,Sanitary Work,Common,GI Wiring (All Floor),.5" GI Nipple (GI Wiring),,15,Pcs,20,300,
,Sanitary Work,Common,GI Wiring (All Floor),.5" GI Short Pics 5" Long (GI Wiring),,18,Pcs,35,630,
,Sanitary Work,Common,GI Wiring (All Floor),.5" X .75" GI Elbow (GI Wiring),,15,Pcs,28,420,
,Sanitary Work,Common,GI Wiring (All Floor),.75 GI Gas Cock (GI Wiring),,13,Pcs,450,5850,
,Sanitary Work,Common,GI Wiring (All Floor),.75 GI Bone Plug (GI Wiring),,15,Pcs,15,225,
,Sanitary Work,Common,GI Wiring (All Floor),1" Coil Pipe (GI Wiring),,100,Feet,16,1600,
,Sanitary Work,Common,GI Wiring (All Floor),1" GI Nipple (GI Wiring),,30,Pcs,80,2400,
,Sanitary Work,Common,GI Wiring (All Floor),1" GI Union (GI Wiring),,30,Pcs,80,2400,
,Sanitary Work,Common,GI Wiring (All Floor),1" GI Short Pics 5" Long (GI Wiring),,14,Pcs,45,630,
,Sanitary Work,Common,GI Wiring (All Floor),1" GI Ball Valve (GI Wiring),,12,Pcs,"1,150.00",13800,
,Sanitary Work,Common,GI Wiring (All Floor),1.25" GI Ball Cock (GI Wiring),,1,Pcs,"1,800.00",1800,
,Sanitary Work,Common,GI Wiring (All Floor),1.25" Nonneuter Valve (GI Wiring),,4,Pcs,"1,800.00",7200,
,Sanitary Work,Common,GI Wiring (All Floor),1.5" GI Short Pics 5" Long (GI Wiring),,8,Pcs,65,520,
,Sanitary Work,Common,GI Wiring (All Floor),Thread Tape (GI Wiring),,50,Pcs,20,1000,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1" PPR Pipe (Vertical  Pipe Wiring),,360,Feet,36,12960,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1" PPR Elbow (Vertical  Pipe Wiring),,12,Pcs,20,240,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1" PPR Cap (Vertical  Pipe Wiring),,10,Pcs,18,180,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1" Clump (Vertical  Pipe Wiring),,56,Pcs,15,840,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1" PPR Male Socket (Vertical  Pipe Wiring),,8,Pcs,180,1440,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1" PPR Plen Socket (Vertical  Pipe Wiring),,24,Pcs,16,384,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5" PPR Pipe (Vertical  Pipe Wiring),,660,Feet,75,49500,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5" PPR Elbow (Vertical  Pipe Wiring),,46,Pcs,20,920,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5" PPR Plen Socket (Vertical  Pipe Wiring),,18,Pcs,37,666,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5 " Clump (Vertical  Pipe Wiring),,128,Pcs,15,1920,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5" PPR Ball valve (Vertical  Pipe Wiring),,8,Pcs,530,4240,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5"x.75" PPR Tee (Vertical  Pipe Wiring),,60,Pcs,65,3900,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5"x.75" PPR R Socket (Vertical  Pipe Wiring),,6,Pcs,38,228,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5"x.75" PPR Elbow (Vertical  Pipe Wiring),,8,Pcs,115,920,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5"x1" PPR R Socket (Vertical  Pipe Wiring),,8,Pcs,48,384,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" PPR Pipe (Vertical  Pipe Wiring),,220,Feet,115,25300,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" PPR Elbow (Vertical  Pipe Wiring),,8,Pcs,120,960,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" PPR Socket (Vertical  Pipe Wiring),,10,Pcs,52,520,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" PPR Ball Valve (Vertical  Pipe Wiring),,2,Pcs,"1,070.00",2140,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" PPR  Male Socket (Vertical  Pipe Wiring),,4,Pcs,590,2360,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2"x1.5 PPR Elbow (Vertical  Pipe Wiring),,2,Pcs,225,450,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2"x1.5 PPR Tee (Vertical  Pipe Wiring),,6,Pcs,120,720,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),24" Ring Caver (Vertical  Pipe Wiring),,8,Pcs,"1,800.00",14400,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),12" Ring Caver (Vertical  Pipe Wiring),,18,Pcs,"1,400.00",25200,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),6" Upvc Pipe B Class (Vertical  Pipe Wiring),,460,Feet,180,82800,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" Upvc Pipe B Class (Vertical  Pipe Wiring),,"2,400.00",Feet,90,216000,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" Upvc Offset (Vertical  Pipe Wiring),,46,Pcs,170,7820,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" Upvc Back Door Tee (Vertical  Pipe Wiring),,120,Pcs,170,20400,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" Upvc Plain Tee (Vertical  Pipe Wiring),,38,Pcs,140,5320,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" Upvc Side Door Band (Vertical  Pipe Wiring),,180,Pcs,130,23400,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" Upvc Plain Band (Vertical  Pipe Wiring),,180,Pcs,90,16200,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" Upvc Long Trup (Vertical  Pipe Wiring),,106,Pcs,230,24380,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" Upvc Cowel (Vertical  Pipe Wiring),,18,Pcs,35,630,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" Upvc Socket (Vertical  Pipe Wiring),,6,Pcs,70,420,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" GI Clump (Vertical  Pipe Wiring),,220,Pcs,30,6600,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),4" X 2" Upvc Y Tee (Vertical  Pipe Wiring),,58,Pcs,160,9280,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" Upvc Pipe B Class (Vertical  Pipe Wiring),,640,Feet,50,32000,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" Upvc Plain Band (Vertical  Pipe Wiring),,18,Pcs,55,990,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" Upvc Socket (Vertical  Pipe Wiring),,6,Pcs,50,300,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" Upvc Y Tee (Vertical  Pipe Wiring),,58,Pcs,48,2784,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),2" Upvc Cowel (Vertical  Pipe Wiring),,8,Pcs,25,200,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5" Upvc Pipe B Class (Vertical  Pipe Wiring),,"2,540.00",Feet,15,38100,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5" Upvc Y Tee (Vertical  Pipe Wiring),,58,Pcs,50,2900,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5" Upvc Plain Band (Vertical  Pipe Wiring),,128,Pcs,20,2560,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5" X 1.5" Upvc Tee (Vertical  Pipe Wiring),,96,Pcs,50,4800,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),1.5" GI Clump (Vertical  Pipe Wiring),,210,Pcs,10,2100,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),Star Screw (Vertical  Pipe Wiring),,"1,600.00",Pcs,1,1600,
,Sanitary Work,Common,Vertical  Pipe Wiring (All Floor),10 No Royel Plug (Vertical  Pipe Wiring),,20,Packet,30,600,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Commode (Master Bath) Fixture & Fittings (All Floor),,12,Pcs,"12,000.00",144000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Commode (Others) Fixture & Fittings (All Floor),,28,Pcs,"6,000.00",168000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Basin (Master Bath) Fixture & Fittings (All Floor),,12,Pcs,"2,800.00",33600,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Basin (Others) Fixture & Fittings (All Floor),,41,Pcs,"2,000.00",82000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Sink (Fixture & Fittings All Floor),,13,Pcs,"3,000.00",39000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Sink Mixture (Fixture & Fittings All Floor),,13,Pcs,"3,500.00",45500,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Sink Piller Cock (Fixture & Fittings All Floor),,1,Pcs,"1,000.00",1000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Sink waste (Fixture & Fittings All Floor),,13,Pcs,250,3250,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Basin waste (Fixture & Fittings All Floor),,53,Pcs,250,13250,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Sink Magic Pipe (Fixture & Fittings All Floor),,13,Pcs,100,1300,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Basin Magic Pipe (Fixture & Fittings All Floor),,53,Pcs,100,5300,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Bib Cock (Fixture & Fittings All Floor),,74,Pcs,750,55500,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Angle Stop Cork (Fixture & Fittings All Floor),,240,Pcs,550,132000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Connection Pipe (Fixture & Fittings All Floor),,240,Pcs,50,12000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Glass self (Fixture & Fittings All Floor),,41,Pcs,550,22550,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Mirror (Fixture & Fittings All Floor),,41,Pcs,800,32800,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Towel rail (Master Bath) (Fixture & Fittings All Floor),,12,Pcs,600,7200,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Towel rail (Others) (Fixture & Fittings All Floor),,29,Pcs,500,14500,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Ring Towel rail (Fixture & Fittings All Floor),,12,Pcs,300,3600,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Soap Case (Master Bath) (Fixture & Fittings All Floor),,12,Pcs,650,7800,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Soap Case (Others) (Fixture & Fittings All Floor),,41,Pcs,500,20500,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Push Shower (Master Bath) (Fixture & Fittings All Floor),,12,Pcs,350,4200,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Push Shower (Others) (Fixture & Fittings All Floor),,28,Pcs,250,7000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Paper Holder (Master Bath) (Fixture & Fittings All Floor),,12,Pcs,250,3000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Paper Holder (Others) (Fixture & Fittings All Floor),,41,Pcs,180,7380,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Moving Shower (Master Bath)  (Fixture & Fittings All Floor),,12,Pcs,"1,000.00",12000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Moving Shower (Others)  (Fixture & Fittings All Floor),,41,Pcs,700,28700,
,Sanitary Work,Common,Fixture & Fittings (All Floor),5 Net (Fixture & Fittings All Floor),,80,Pcs,450,36000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),2 Net (Fixture & Fittings All Floor),,80,Pcs,50,4000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),10 mm Bush (Fixture & Fittings All Floor),,300,Pcs,30,9000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),15 mm Bush (Fixture & Fittings All Floor),,300,Pcs,30,9000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Thread Tape (Fixture & Fittings All Floor),,200,Pcs,20,4000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Korean Putting (Fixture & Fittings All Floor),,200,Pcs,20,4000,
,Sanitary Work,Common,Fixture & Fittings (All Floor),White Cement (Fixture & Fittings All Floor),,50,Kg,70,3500,
,Sanitary Work,Common,Fixture & Fittings (All Floor),Ceramic Pan (Fixture & Fittings All Floor),,13,Pcs,"1,200.00",15600,
,Sanitary Work,Common,Fixture & Fittings (All Floor), Lowdown (Fixture & Fittings All Floor),,13,Pcs,800,10400,
,Sanitary Work,Common,,Contructor Bill,,1,Job,"410,100.00",410100,
,Paint Work,Ground Floor To Roof Top,Inside Paint Work,Water sealer (Inside Paint Work),Berger 18.0 Ltr,52,Drum,"2,600.00",135200,
,Paint Work,Ground Floor To Roof Top,Inside Paint Work,Enamel Paint (Inside Paint Work),Berger 3.64 Ltr,42,Gallon,"1,080.00",45360,
,Paint Work,Ground Floor To Roof Top,Inside Paint Work,Chalk powder (Inside Paint Work),Berger 25 Kg,48,Bag,520,24960,
,Paint Work,Ground Floor To Roof Top,Inside Paint Work,Wall Putty (Inside Paint Work),Berger 18.20 Ltr,110,Drum,"2,320.00",255200,
,Paint Work,Ground Floor To Roof Top,Inside Paint Work,Thiner (T  6) (Inside Paint Work),Berger 4 ltr,14,Gallon,500,7000,
,Paint Work,Ground Floor To Roof Top,Inside Paint Work,Plastic Paint  wall (Inside Paint Work),Berger 18.20 Ltr,76,Drum,"3,950.00",300200,
,Paint Work,Ground Floor To Roof Top,Inside Paint Work,Plastic Paint  Ceiling (Inside Paint Work),Berger 18.20 Ltr,40,Drum,"3,950.00",158000,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,Spirit (Vernish Paint Work),4.5 Ltr,280,Litre,550,154000,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,Gala (Vernish Paint Work),1000 grm,22,Kg,960,21120,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,MC Thinner (Vernish Paint Work),,70,Litre,150,10500,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,Carpa (Vernish Paint Work),,15,Kg,300,4500,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,Alamati (Vernish Paint Work),,1,Tk.,"1,500.00",1500,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,Shidur (Vernish Paint Work),,1,Tk.,"3,000.00",3000,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,Khola Colour (Brown) (Vernish Paint Work),,1,Tk.,"1,500.00",1500,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,Mom (Vernish Paint Work),,15,Kg,350,5250,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,Markin Cloth (Vernish Paint Work),,420,goj,10,4200,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,120 No. Paper (Vernish Paint Work),,420,pcs,22,9240,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,1.5 No. Paper (Vernish Paint Work),,280,pcs,22,6160,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,0 No. Paper (Vernish Paint Work),,280,pcs,22,6160,
,Paint Work,Ground Floor To Roof Top,Vernish Paint Work,Maskin Tep (Vernish Paint Work),,150,pcs,50,7500,
,Paint Work,Ground Floor To Roof Top,Outside Paint Work,Water Sealer (Outside),Berger 18.0 Ltr,18,Drum,"2,600.00",46800,
,Paint Work,Ground Floor To Roof Top,Outside Paint Work,Chalk powder (Outside),Berger 25 Kg,5,Bag,520,2600,
,Paint Work,Ground Floor To Roof Top,Outside Paint Work,All Purpose Putty (Outside),Berger 25 kg,8,Bag,"1,300.00",10400,
,Paint Work,Ground Floor To Roof Top,Outside Paint Work,Weather Coat (Outside),Berger 18.20 Ltr,34,Drum,"5,200.00",176800,
,Paint Work,Ground Floor To Roof Top,Labour Cost,Plastic Paint (Inside Floor) (Labour Cost),,8,Job,"35,000.00",280000,
,Paint Work,Ground Floor To Roof Top,Labour Cost,All of GF Paint Work (Labour Cost),,1,Job,"25,000.00",25000,
,Paint Work,Ground Floor To Roof Top,Labour Cost,Stair Case All Paint Work (Labour Cost),,1,Job,"42,000.00",42000,
,Paint Work,Ground Floor To Roof Top,Labour Cost,Enamail Paint (Labour Cost),,1,Job,"42,000.00",42000,
,Paint Work,Ground Floor To Roof Top,Labour Cost,Weather Coat (Outside) (Labour Cost),,1,Job,"85,000.00",85000,
,Paint Work,Ground Floor To Roof Top,Labour Cost,Polish Work (Labour Cost),,1,Job,"70,000.00",70000,
,Boundary Wall,Common,,08mm Rod,,,,,0,
,Boundary Wall,Common,,10mm Rod,,637.52,Kg,70,44626.4,
,Boundary Wall,Common,,12mm Rod,,,,,0,
,Boundary Wall,Common,,16mm Rod,,"2,998.99",Kg,70,209929.3,
,Boundary Wall,Common,,20mm Rod,,,,,0,
,Boundary Wall,Common,,22mm Rod,,,,,0,
,Boundary Wall,Common,,25mm Rod,,,,,0,
,Boundary Wall,Common,,Cement (OPC/ CEM I),,,Bag,,0,
,Boundary Wall,Common,,Cement (PCC/ CEM II),,224.92,Bag,405,91092.6,
,Boundary Wall,Common,,Sand (FM 2.50),,157.79,Cft,52,8205.08,
,Boundary Wall,Common,,Sand (FM 1.50),,816.71,Cft,28,22867.88,
,Boundary Wall,Common,,Viti Sand,,,Cft,,0,
,Boundary Wall,Common,,18mm single stone,,,,,0,
,Boundary Wall,Common,,18mm crushed stone,,,,,0,
,Boundary Wall,Common,,12mm crushed stone,,,,,0,
,Boundary Wall,Common,,18mm Brick Chips,,631.17,Cft,95,59961.15,
,Boundary Wall,Common,,1st class Brick,,"20,109.00",Nos,9,180981,
,Boundary Wall,Common,,2nd class Brick,,,,,0,
,Boundary Wall,Common,,Picket Brick,,,,,0,
,Boundary Wall,Common,,Chemical (ConLub),,,,,0,
,Boundary Wall,Common,,Daily Labour,,,,,0,
,Boundary Wall,Common,,Contrator Bill,,"2,947.00",Sft,70,206290,
,Boundary Wall,Common,,Rent of Form Work,,,,,0,
,Direct Common Cost,Common,,Gas Connection,,14,pcs,"35,000.00",490000,
,Direct Common Cost,Common,,Electric Connection,,,job,,0,
,Direct Common Cost,Common,,Water Connection,,,job,,0,
,Direct Common Cost,Common,,Solar,,1,job,"175,000.00",175000,
,Direct Common Cost,Common,,Lift,,1,pcs,"2,500,000.00",2500000,
,Direct Common Cost,Common,,Generator,,1,pcs,"950,000.00",950000,
,Direct Common Cost,Common,,Substation,,1,pcs,"1,100,000.00",1100000,
,Direct Common Cost,Common,,Substation Power Cable,,1,job,"400,000.00",400000,
,Direct Common Cost,Common,,Front site garden,,1,job,"40,000.00",40000,
,Direct Common Cost,Common,,Handover Project Board,,1,job,"35,000.00",35000,
,Project Overhead ,Common,,Electic Bill (DESCO),,36,Month,"8,000.00",288000,
,Project Overhead ,Common,,Water Bill (WASA),,36,Month,"8,000.00",288000,
,Project Overhead ,Common,,Gas Bill,,36,Month,"1,000.00",36000,
,Project Overhead ,Common,,Salary of project personnel:,,,,,0,
,Project Overhead ,Common,,Engineer 01,,36,Month,"20,000.00",720000,
,Project Overhead ,Common,,Engineer 02,,,,,0,
,Project Overhead ,Common,,Site Superviser 01,,36,Month,"15,000.00",540000,
,Project Overhead ,Common,,Site Superviser 02,,36,Month,"10,000.00",360000,
,Project Overhead ,Common,,Client Overhead:,,,,,0,
,Project Overhead ,Common,,CA Money (EinC),,,,,0,
,Project Overhead ,Common,,CA Money (DW),,,,,0,
,Project Overhead ,Common,,CA Money (CMES),,,,,0,
,Project Overhead ,Common,,CA Money (MES),,,,,0,
,Project Overhead ,Common,,Stuff Food,,36,Month,,0,
,Project Overhead ,Common,,House Rent,,36,Month,,0,
,Indirect Common Cost,Common,,Conveyance,,1,job,"40,000.00",40000,
,Indirect Common Cost,Common,,Entertainment,,1,job,"40,000.00",40000,
,Indirect Common Cost,Common,,Debris Cleaning,,1,job,"50,000.00",50000,
,Indirect Common Cost,Common,,Subscription,,36,month,"2,500.00",90000,
,Indirect Common Cost,Common,,Miscellaneous General,,,job,"150,000.00",0,
,Indirect Common Cost,Common,,Miscellaneous Client,,,job,,0,
,Indirect Common Cost,Common,,Toiletries,,1,job,"45,000.00",45000,
,Indirect Common Cost,Common,,Printing & Stationary,,1,job,"40,000.00",40000,
,Indirect Common Cost,Common,,Bill Process,,,job,,0,
,Indirect Common Cost,Common,,Head Office Project Visit,,,job,,0,
,Indirect Common Cost,Common,,Day Allawounce,,,job,,0,
,Indirect Common Cost,Common,,Milad & Dua,,1,job,"15,000.00",15000,
,Indirect Common Cost,Common,,Hand Over Ceremony,,1,job,"45,000.00",45000,
,Indirect Common Cost,Common,,Project Face.,,1,job,"120,000.00",120000,
,Project Asset,Common,,Steel Shutter,,,sft,320,0,
,Project Asset,Common,,Steel props,,,sft,"1,100.00",0,
,Project Asset,Common,,Water Pump,,2,pcs,"10,000.00",20000,
,Project Asset,Common,,Wooden Shutter,,,sft,50,0,
,Project Asset,Common,,Bed,,2,pcs,"4,000.00",8000,
,Project Asset,Common,,Table,,2,pcs,"3,000.00",6000,
,Project Asset,Common,,Chair,,8,pcs,850,6800,
,Project Asset,Common,,Mat Pump,,1,pcs,"8,000.00",8000,
,Project Asset,Common,,Delivary Paip,,800,fit,20,16000,
,Project Asset,Common,,Bicycle,,,pcs,"10,000.00",0,
,Project Asset,Common,,Electric Fan,,2,pcs,"2,500.00",5000,
,Project Asset,Common,,Gumboot,,20,pcs,500,10000,
,Project Asset,Common,,Safety Helmet,,40,pcs,350,14000,
,Project Asset,Common,,Safety Belt,,40,pcs,200,8000,
,Project Asset,Common,,Jute Cloth,,8,Roll,"3,600.00",28800,
,Project Asset,Common,,Polythine,,8,Roll,"1,400.00",11200,
,Project Asset,Common,,Triple,,"1,600.00",sft,5,8000,
,Project Asset,Common,,Iron Chain,,100,Rft,30,3000,
,Project Asset,Common,,lock,,10,Pcs,200,2000,
,Project Asset,Common,,Generetor,,,pcs,,0,
,Project Asset,Common,,Welding Machine,,1,pcs,"14,000.00",14000,
,Project Asset,Common,,Two In Core Cable,,3,Coil,"2,900.00",8700,
,Project Asset,Common,,Service Cable 4.0 RM,,2,Coil,"4,050.00",8100,
,Project Asset,Common,,Helogen Light 150 W,,6,Nos,"2,600.00",15600,
,Project Asset,Common,,Led Light 20 W,,15,Nos,350,5250,
