Item Code,Task,Segment,Report,Sub task,Material Spacification,QTY,Unit,Reat,Total Amount in BDT,Remarks
,Sanitary Works,Ground Floor,Finishing Metarial,2" Net,,5,Pcs,50,250,
,Sanitary Works,Ground Floor,Finishing Metarial,10 mm Bush,,5,Pcs,30,150,
,Sanitary Works,Ground Floor,Finishing Metarial,15 mm Bush,,5,Pcs,30,150,
,Sanitary Works,Ground Floor,Finishing Metarial,Thread Tape,,10,Pcs,20,200,
,Sanitary Works,Ground Floor,Finishing Metarial,Korean Putting,,3,Pcs,20,60,
,Sanitary Works,Ground Floor,Finishing Metarial,White Cement,,1,Kg,70,70,
,Sanitary Works,Ground Floor,Finishing Metarial,Lowdown,,1,Pcs,900,900,
,Sanitary Works,Ground Floor,Finishing Metarial,Contructor Bill (All Complete),,1,Job,"40,000.00","40,000.00",
,Sanitary Works,1st Floor,,Commode 1 (Master Bath),,1,Pcs,"12,000.00","12,000.00",
,Sanitary Works,1st Floor,,Commode 2 (Others),,3,Pcs,"6,000.00","18,000.00",
,Sanitary Works,1st Floor,,Basin1 (Master Bath),,1,Pcs,"2,800.00","2,800.00",
,Sanitary Works,1st Floor,,Basin2 (Others),,4,Pcs,"2,000.00","8,000.00",
,Sanitary Works,1st Floor,,Basin Mixture,,5,Pcs,"3,500.00","17,500.00",
,Sanitary Works,1st Floor,,Basin Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,1st Floor,,Bathtub Mixture,,1,Pcs,"4,500.00","4,500.00",
,Sanitary Works,1st Floor,,Sink,,1,Pcs,"3,000.00","3,000.00",
,Sanitary Works,1st Floor,,Sink Mixture,,1,Pcs,"3,500.00","3,500.00",
,Sanitary Works,1st Floor,,Sink Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,1st Floor,,Sink waste,,1,Pcs,250,250,
,Sanitary Works,1st Floor,,Basin waste,,5,Pcs,250,"1,250.00",
,Sanitary Works,1st Floor,,Sink Magic Pipe,,1,Pcs,100,100,
,Sanitary Works,1st Floor,,Basin Magic Pipe,,5,Pcs,100,500,
,Sanitary Works,1st Floor,,Bib Cock,,3,Pcs,750,"2,250.00",
,Sanitary Works,1st Floor,,Angle Stop Cork,,21,Pcs,550,"11,550.00",
,Sanitary Works,1st Floor,,Connection Pipe,,21,Pcs,50,"1,050.00",
,Sanitary Works,1st Floor,,Glass self,,5,Pcs,550,"2,750.00",
,Sanitary Works,1st Floor,,Mirror,,5,Pcs,800,"4,000.00",
,Sanitary Works,1st Floor,,Towel rail1 (Master Bath),,1,Pcs,600,600,
,Sanitary Works,1st Floor,,Towel rail2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,1st Floor,,Ring Towel rail,,1,Pcs,300,300,
,Sanitary Works,1st Floor,,Soap Case1 (Master Bath),,1,Pcs,650,650,
,Sanitary Works,1st Floor,,Soap Case2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,1st Floor,,Push Shower1 (Master Bath),,1,Pcs,350,350,
,Sanitary Works,1st Floor,,Push Shower2 (Others),,3,Pcs,250,750,
,Sanitary Works,1st Floor,,Paper Holder1 (Master Bath),,1,Pcs,250,250,
,Sanitary Works,1st Floor,,Paper Holder2 (Others),,4,Pcs,180,720,
,Sanitary Works,1st Floor,,Moving Shower1 (Master Bath),,1,Pcs,"1,000.00","1,000.00",
,Sanitary Works,1st Floor,,Moving Shower2 (Others),,4,Pcs,700,"2,800.00",
,Sanitary Works,1st Floor,,5" Net,,6,Pcs,450,"2,700.00",
,Sanitary Works,1st Floor,,2" Net,,7,Pcs,50,350,
,Sanitary Works,1st Floor,,10 mm Bush,,15,Pcs,30,450,
,Sanitary Works,1st Floor,,15 mm Bush,,15,Pcs,30,450,
,Sanitary Works,1st Floor,,Thread Tape,,12,Pcs,20,240,
,Sanitary Works,1st Floor,,Korean Putting,,10,Pcs,20,200,
,Sanitary Works,1st Floor,,White Cement,,3,Kg,70,210,
,Sanitary Works,1st Floor,,Lowdown,,1,Pcs,900,900,
,Sanitary Works,1st Floor,,Contructor Bill (All Complete),,1,Job,"32,500.00","32,500.00",
,Sanitary Works,2nd Floor,,Commode 1 (Master Bath),,1,Pcs,"12,000.00","12,000.00",
,Sanitary Works,2nd Floor,,Commode 2 (Others),,3,Pcs,"6,000.00","18,000.00",
,Sanitary Works,2nd Floor,,Basin1 (Master Bath),,1,Pcs,"2,800.00","2,800.00",
,Sanitary Works,2nd Floor,,Basin2 (Others),,4,Pcs,"2,000.00","8,000.00",
,Sanitary Works,2nd Floor,,Basin Mixture,,5,Pcs,"3,500.00","17,500.00",
,Sanitary Works,2nd Floor,,Basin Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,2nd Floor,,Bathtub Mixture,,1,Pcs,"4,500.00","4,500.00",
,Sanitary Works,2nd Floor,,Sink,,1,Pcs,"3,000.00","3,000.00",
,Sanitary Works,2nd Floor,,Sink Mixture,,1,Pcs,"3,500.00","3,500.00",
,Sanitary Works,2nd Floor,,Sink Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,2nd Floor,,Sink waste,,1,Pcs,250,250,
,Sanitary Works,2nd Floor,,Basin waste,,5,Pcs,250,"1,250.00",
,Sanitary Works,2nd Floor,,Sink Magic Pipe,,1,Pcs,100,100,
,Sanitary Works,2nd Floor,,Basin Magic Pipe,,5,Pcs,100,500,
,Sanitary Works,2nd Floor,,Bib Cock,,3,Pcs,750,"2,250.00",
,Sanitary Works,2nd Floor,,Angle Stop Cork,,21,Pcs,550,"11,550.00",
,Sanitary Works,2nd Floor,,Connection Pipe,,21,Pcs,50,"1,050.00",
,Sanitary Works,2nd Floor,,Glass self,,5,Pcs,550,"2,750.00",
,Sanitary Works,2nd Floor,,Mirror,,5,Pcs,800,"4,000.00",
,Sanitary Works,2nd Floor,,Towel rail1 (Master Bath),,1,Pcs,600,600,
,Sanitary Works,2nd Floor,,Towel rail2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,2nd Floor,,Ring Towel rail,,1,Pcs,300,300,
,Sanitary Works,2nd Floor,,Soap Case1 (Master Bath),,1,Pcs,650,650,
,Sanitary Works,2nd Floor,,Soap Case2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,2nd Floor,,Push Shower1 (Master Bath),,1,Pcs,350,350,
,Sanitary Works,2nd Floor,,Push Shower2 (Others),,3,Pcs,250,750,
,Sanitary Works,2nd Floor,,Paper Holder1 (Master Bath),,1,Pcs,250,250,
,Sanitary Works,2nd Floor,,Paper Holder2 (Others),,4,Pcs,180,720,
,Sanitary Works,2nd Floor,,Moving Shower1 (Master Bath),,1,Pcs,"1,000.00","1,000.00",
,Sanitary Works,2nd Floor,,Moving Shower2 (Others),,4,Pcs,700,"2,800.00",
,Sanitary Works,2nd Floor,,5" Net,,6,Pcs,450,"2,700.00",
,Sanitary Works,2nd Floor,,2" Net,,7,Pcs,50,350,
,Sanitary Works,2nd Floor,,10 mm Bush,,15,Pcs,30,450,
,Sanitary Works,2nd Floor,,15 mm Bush,,15,Pcs,30,450,
,Sanitary Works,2nd Floor,,Thread Tape,,12,Pcs,20,240,
,Sanitary Works,2nd Floor,,Korean Putting,,10,Pcs,20,200,
,Sanitary Works,2nd Floor,,White Cement,,3,Kg,70,210,
,Sanitary Works,2nd Floor,,Lowdown,,1,Pcs,900,900,
,Sanitary Works,2nd Floor,,Contructor Bill (All Complete),,1,Job,"32,500.00","32,500.00",
,Sanitary Works,3rd Floor,,Commode 1 (Master Bath),,1,Pcs,"12,000.00","12,000.00",
,Sanitary Works,3rd Floor,,Commode 2 (Others),,3,Pcs,"6,000.00","18,000.00",
,Sanitary Works,3rd Floor,,Basin1 (Master Bath),,1,Pcs,"2,800.00","2,800.00",
,Sanitary Works,3rd Floor,,Basin2 (Others),,4,Pcs,"2,000.00","8,000.00",
,Sanitary Works,3rd Floor,,Basin Mixture,,5,Pcs,"3,500.00","17,500.00",
,Sanitary Works,3rd Floor,,Basin Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,3rd Floor,,Bathtub Mixture,,1,Pcs,"4,500.00","4,500.00",
,Sanitary Works,3rd Floor,,Sink,,1,Pcs,"3,000.00","3,000.00",
,Sanitary Works,3rd Floor,,Sink Mixture,,1,Pcs,"3,500.00","3,500.00",
,Sanitary Works,3rd Floor,,Sink Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,3rd Floor,,Sink waste,,1,Pcs,250,250,
,Sanitary Works,3rd Floor,,Basin waste,,5,Pcs,250,"1,250.00",
,Sanitary Works,3rd Floor,,Sink Magic Pipe,,1,Pcs,100,100,
,Sanitary Works,3rd Floor,,Basin Magic Pipe,,5,Pcs,100,500,
,Sanitary Works,3rd Floor,,Bib Cock,,3,Pcs,750,"2,250.00",
,Sanitary Works,3rd Floor,,Angle Stop Cork,,21,Pcs,550,"11,550.00",
,Sanitary Works,3rd Floor,,Connection Pipe,,21,Pcs,50,"1,050.00",
,Sanitary Works,3rd Floor,,Glass self,,5,Pcs,550,"2,750.00",
,Sanitary Works,3rd Floor,,Mirror,,5,Pcs,800,"4,000.00",
,Sanitary Works,3rd Floor,,Towel rail1 (Master Bath),,1,Pcs,600,600,
,Sanitary Works,3rd Floor,,Towel rail2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,3rd Floor,,Ring Towel rail,,1,Pcs,300,300,
,Sanitary Works,3rd Floor,,Soap Case1 (Master Bath),,1,Pcs,650,650,
,Sanitary Works,3rd Floor,,Soap Case2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,3rd Floor,,Push Shower1 (Master Bath),,1,Pcs,350,350,
,Sanitary Works,3rd Floor,,Push Shower2 (Others),,3,Pcs,250,750,
,Sanitary Works,3rd Floor,,Paper Holder1 (Master Bath),,1,Pcs,250,250,
,Sanitary Works,3rd Floor,,Paper Holder2 (Others),,4,Pcs,180,720,
,Sanitary Works,3rd Floor,,Moving Shower1 (Master Bath),,1,Pcs,"1,000.00","1,000.00",
,Sanitary Works,3rd Floor,,Moving Shower2 (Others),,4,Pcs,700,"2,800.00",
,Sanitary Works,3rd Floor,,5" Net,,6,Pcs,450,"2,700.00",
,Sanitary Works,3rd Floor,,2" Net,,7,Pcs,50,350,
,Sanitary Works,3rd Floor,,10 mm Bush,,15,Pcs,30,450,
,Sanitary Works,3rd Floor,,15 mm Bush,,15,Pcs,30,450,
,Sanitary Works,3rd Floor,,Thread Tape,,12,Pcs,20,240,
,Sanitary Works,3rd Floor,,Korean Putting,,10,Pcs,20,200,
,Sanitary Works,3rd Floor,,White Cement,,3,Kg,70,210,
,Sanitary Works,3rd Floor,,Lowdown,,1,Pcs,900,900,
,Sanitary Works,3rd Floor,,Contructor Bill (All Complete),,1,Job,"32,500.00","32,500.00",
,Sanitary Works,4th Floor,,Commode 1 (Master Bath),,1,Pcs,"12,000.00","12,000.00",
,Sanitary Works,4th Floor,,Commode 2 (Others),,3,Pcs,"6,000.00","18,000.00",
,Sanitary Works,4th Floor,,Basin1 (Master Bath),,1,Pcs,"2,800.00","2,800.00",
,Sanitary Works,4th Floor,,Basin2 (Others),,4,Pcs,"2,000.00","8,000.00",
,Sanitary Works,4th Floor,,Basin Mixture,,5,Pcs,"3,500.00","17,500.00",
,Sanitary Works,4th Floor,,Basin Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,4th Floor,,Bathtub Mixture,,1,Pcs,"4,500.00","4,500.00",
,Sanitary Works,4th Floor,,Sink,,1,Pcs,"3,000.00","3,000.00",
,Sanitary Works,4th Floor,,Sink Mixture,,1,Pcs,"3,500.00","3,500.00",
,Sanitary Works,4th Floor,,Sink Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,4th Floor,,Sink waste,,1,Pcs,250,250,
,Sanitary Works,4th Floor,,Basin waste,,5,Pcs,250,"1,250.00",
,Sanitary Works,4th Floor,,Sink Magic Pipe,,1,Pcs,100,100,
,Sanitary Works,4th Floor,,Basin Magic Pipe,,5,Pcs,100,500,
,Sanitary Works,4th Floor,,Bib Cock,,3,Pcs,750,"2,250.00",
,Sanitary Works,4th Floor,,Angle Stop Cork,,21,Pcs,550,"11,550.00",
,Sanitary Works,4th Floor,,Connection Pipe,,21,Pcs,50,"1,050.00",
,Sanitary Works,4th Floor,,Glass self,,5,Pcs,550,"2,750.00",
,Sanitary Works,4th Floor,,Mirror,,5,Pcs,800,"4,000.00",
,Sanitary Works,4th Floor,,Towel rail1 (Master Bath),,1,Pcs,600,600,
,Sanitary Works,4th Floor,,Towel rail2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,4th Floor,,Ring Towel rail,,1,Pcs,300,300,
,Sanitary Works,4th Floor,,Soap Case1 (Master Bath),,1,Pcs,650,650,
,Sanitary Works,4th Floor,,Soap Case2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,4th Floor,,Push Shower1 (Master Bath),,1,Pcs,350,350,
,Sanitary Works,4th Floor,,Push Shower2 (Others),,3,Pcs,250,750,
,Sanitary Works,4th Floor,,Paper Holder1 (Master Bath),,1,Pcs,250,250,
,Sanitary Works,4th Floor,,Paper Holder2 (Others),,4,Pcs,180,720,
,Sanitary Works,4th Floor,,Moving Shower1 (Master Bath),,1,Pcs,"1,000.00","1,000.00",
,Sanitary Works,4th Floor,,Moving Shower2 (Others),,4,Pcs,700,"2,800.00",
,Sanitary Works,4th Floor,,5" Net,,6,Pcs,450,"2,700.00",
,Sanitary Works,4th Floor,,2" Net,,7,Pcs,50,350,
,Sanitary Works,4th Floor,,10 mm Bush,,15,Pcs,30,450,
,Sanitary Works,4th Floor,,15 mm Bush,,15,Pcs,30,450,
,Sanitary Works,4th Floor,,Thread Tape,,12,Pcs,20,240,
,Sanitary Works,4th Floor,,Korean Putting,,10,Pcs,20,200,
,Sanitary Works,4th Floor,,White Cement,,3,Kg,70,210,
,Sanitary Works,4th Floor,,Lowdown,,1,Pcs,900,900,
,Sanitary Works,4th Floor,,Contructor Bill (All Complete),,1,Job,"32,500.00","32,500.00",
,Sanitary Works,5th Floor,,Commode 1 (Master Bath),,1,Pcs,"12,000.00","12,000.00",
,Sanitary Works,5th Floor,,Commode 2 (Others),,3,Pcs,"6,000.00","18,000.00",
,Sanitary Works,5th Floor,,Basin1 (Master Bath),,1,Pcs,"2,800.00","2,800.00",
,Sanitary Works,5th Floor,,Basin2 (Others),,4,Pcs,"2,000.00","8,000.00",
,Sanitary Works,5th Floor,,Basin Mixture,,5,Pcs,"3,500.00","17,500.00",
,Sanitary Works,5th Floor,,Basin Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,5th Floor,,Bathtub Mixture,,1,Pcs,"4,500.00","4,500.00",
,Sanitary Works,5th Floor,,Sink,,1,Pcs,"3,000.00","3,000.00",
,Sanitary Works,5th Floor,,Sink Mixture,,1,Pcs,"3,500.00","3,500.00",
,Sanitary Works,5th Floor,,Sink Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,5th Floor,,Sink waste,,1,Pcs,250,250,
,Sanitary Works,5th Floor,,Basin waste,,5,Pcs,250,"1,250.00",
,Sanitary Works,5th Floor,,Sink Magic Pipe,,1,Pcs,100,100,
,Sanitary Works,5th Floor,,Basin Magic Pipe,,5,Pcs,100,500,
,Sanitary Works,5th Floor,,Bib Cock,,3,Pcs,750,"2,250.00",
,Sanitary Works,5th Floor,,Angle Stop Cork,,21,Pcs,550,"11,550.00",
,Sanitary Works,5th Floor,,Connection Pipe,,21,Pcs,50,"1,050.00",
,Sanitary Works,5th Floor,,Glass self,,5,Pcs,550,"2,750.00",
,Sanitary Works,5th Floor,,Mirror,,5,Pcs,800,"4,000.00",
,Sanitary Works,5th Floor,,Towel rail1 (Master Bath),,1,Pcs,600,600,
,Sanitary Works,5th Floor,,Towel rail2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,5th Floor,,Ring Towel rail,,1,Pcs,300,300,
,Sanitary Works,5th Floor,,Soap Case1 (Master Bath),,1,Pcs,650,650,
,Sanitary Works,5th Floor,,Soap Case2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,5th Floor,,Push Shower1 (Master Bath),,1,Pcs,350,350,
,Sanitary Works,5th Floor,,Push Shower2 (Others),,3,Pcs,250,750,
,Sanitary Works,5th Floor,,Paper Holder1 (Master Bath),,1,Pcs,250,250,
,Sanitary Works,5th Floor,,Paper Holder2 (Others),,4,Pcs,180,720,
,Sanitary Works,5th Floor,,Moving Shower1 (Master Bath),,1,Pcs,"1,000.00","1,000.00",
,Sanitary Works,5th Floor,,Moving Shower2 (Others),,4,Pcs,700,"2,800.00",
,Sanitary Works,5th Floor,,5" Net,,6,Pcs,450,"2,700.00",
,Sanitary Works,5th Floor,,2" Net,,7,Pcs,50,350,
,Sanitary Works,5th Floor,,10 mm Bush,,15,Pcs,30,450,
,Sanitary Works,5th Floor,,15 mm Bush,,15,Pcs,30,450,
,Sanitary Works,5th Floor,,Thread Tape,,12,Pcs,20,240,
,Sanitary Works,5th Floor,,Korean Putting,,10,Pcs,20,200,
,Sanitary Works,5th Floor,,White Cement,,3,Kg,70,210,
,Sanitary Works,5th Floor,,Lowdown,,1,Pcs,900,900,
,Sanitary Works,5th Floor,,Contructor Bill (All Complete),,1,Job,"32,500.00","32,500.00",
,Sanitary Works,6th Floor,,Commode 1 (Master Bath),,1,Pcs,"12,000.00","12,000.00",
,Sanitary Works,6th Floor,,Commode 2 (Others),,3,Pcs,"6,000.00","18,000.00",
,Sanitary Works,6th Floor,,Basin1 (Master Bath),,1,Pcs,"2,800.00","2,800.00",
,Sanitary Works,6th Floor,,Basin2 (Others),,4,Pcs,"2,000.00","8,000.00",
,Sanitary Works,6th Floor,,Basin Mixture,,5,Pcs,"3,500.00","17,500.00",
,Sanitary Works,6th Floor,,Basin Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,6th Floor,,Bathtub Mixture,,1,Pcs,"4,500.00","4,500.00",
,Sanitary Works,6th Floor,,Sink,,1,Pcs,"3,000.00","3,000.00",
,Sanitary Works,6th Floor,,Sink Mixture,,1,Pcs,"3,500.00","3,500.00",
,Sanitary Works,6th Floor,,Sink Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,6th Floor,,Sink waste,,1,Pcs,250,250,
,Sanitary Works,6th Floor,,Basin waste,,5,Pcs,250,"1,250.00",
,Sanitary Works,6th Floor,,Sink Magic Pipe,,1,Pcs,100,100,
,Sanitary Works,6th Floor,,Basin Magic Pipe,,5,Pcs,100,500,
,Sanitary Works,6th Floor,,Bib Cock,,3,Pcs,750,"2,250.00",
,Sanitary Works,6th Floor,,Angle Stop Cork,,21,Pcs,550,"11,550.00",
,Sanitary Works,6th Floor,,Connection Pipe,,21,Pcs,50,"1,050.00",
,Sanitary Works,6th Floor,,Glass self,,5,Pcs,550,"2,750.00",
,Sanitary Works,6th Floor,,Mirror,,5,Pcs,800,"4,000.00",
,Sanitary Works,6th Floor,,Towel rail1 (Master Bath),,1,Pcs,600,600,
,Sanitary Works,6th Floor,,Towel rail2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,6th Floor,,Ring Towel rail,,1,Pcs,300,300,
,Sanitary Works,6th Floor,,Soap Case1 (Master Bath),,1,Pcs,650,650,
,Sanitary Works,6th Floor,,Soap Case2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,6th Floor,,Push Shower1 (Master Bath),,1,Pcs,350,350,
,Sanitary Works,6th Floor,,Push Shower2 (Others),,3,Pcs,250,750,
,Sanitary Works,6th Floor,,Paper Holder1 (Master Bath),,1,Pcs,250,250,
,Sanitary Works,6th Floor,,Paper Holder2 (Others),,4,Pcs,180,720,
,Sanitary Works,6th Floor,,Moving Shower1 (Master Bath),,1,Pcs,"1,000.00","1,000.00",
,Sanitary Works,6th Floor,,Moving Shower2 (Others),,4,Pcs,700,"2,800.00",
,Sanitary Works,6th Floor,,5" Net,,6,Pcs,450,"2,700.00",
,Sanitary Works,6th Floor,,2" Net,,7,Pcs,50,350,
,Sanitary Works,6th Floor,,10 mm Bush,,15,Pcs,30,450,
,Sanitary Works,6th Floor,,15 mm Bush,,15,Pcs,30,450,
,Sanitary Works,6th Floor,,Thread Tape,,12,Pcs,20,240,
,Sanitary Works,6th Floor,,Korean Putting,,10,Pcs,20,200,
,Sanitary Works,6th Floor,,White Cement,,3,Kg,70,210,
,Sanitary Works,6th Floor,,Lowdown,,1,Pcs,900,900,
,Sanitary Works,6th Floor,,Contructor Bill (All Complete),,1,Job,"32,500.00","32,500.00",
,Sanitary Works,7th Floor,,Commode 1 (Master Bath),,1,Pcs,"12,000.00","12,000.00",
,Sanitary Works,7th Floor,,Commode 2 (Others),,3,Pcs,"6,000.00","18,000.00",
,Sanitary Works,7th Floor,,Basin1 (Master Bath),,1,Pcs,"2,800.00","2,800.00",
,Sanitary Works,7th Floor,,Basin2 (Others),,4,Pcs,"2,000.00","8,000.00",
,Sanitary Works,7th Floor,,Basin Mixture,,5,Pcs,"3,500.00","17,500.00",
,Sanitary Works,7th Floor,,Basin Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,7th Floor,,Bathtub Mixture,,1,Pcs,"4,500.00","4,500.00",
,Sanitary Works,7th Floor,,Sink,,1,Pcs,"3,000.00","3,000.00",
,Sanitary Works,7th Floor,,Sink Mixture,,1,Pcs,"3,500.00","3,500.00",
,Sanitary Works,7th Floor,,Sink Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,7th Floor,,Sink waste,,1,Pcs,250,250,
,Sanitary Works,7th Floor,,Basin waste,,5,Pcs,250,"1,250.00",
,Sanitary Works,7th Floor,,Sink Magic Pipe,,1,Pcs,100,100,
,Sanitary Works,7th Floor,,Basin Magic Pipe,,5,Pcs,100,500,
,Sanitary Works,7th Floor,,Bib Cock,,3,Pcs,750,"2,250.00",
,Sanitary Works,7th Floor,,Angle Stop Cork,,21,Pcs,550,"11,550.00",
,Sanitary Works,7th Floor,,Connection Pipe,,21,Pcs,50,"1,050.00",
,Sanitary Works,7th Floor,,Glass self,,5,Pcs,550,"2,750.00",
,Sanitary Works,7th Floor,,Mirror,,5,Pcs,800,"4,000.00",
,Sanitary Works,7th Floor,,Towel rail1 (Master Bath),,1,Pcs,600,600,
,Sanitary Works,7th Floor,,Towel rail2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,7th Floor,,Ring Towel rail,,1,Pcs,300,300,
,Sanitary Works,7th Floor,,Soap Case1 (Master Bath),,1,Pcs,650,650,
,Sanitary Works,7th Floor,,Soap Case2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,7th Floor,,Push Shower1 (Master Bath),,1,Pcs,350,350,
,Sanitary Works,7th Floor,,Push Shower2 (Others),,3,Pcs,250,750,
,Sanitary Works,7th Floor,,Paper Holder1 (Master Bath),,1,Pcs,250,250,
,Sanitary Works,7th Floor,,Paper Holder2 (Others),,4,Pcs,180,720,
,Sanitary Works,7th Floor,,Moving Shower1 (Master Bath),,1,Pcs,"1,000.00","1,000.00",
,Sanitary Works,7th Floor,,Moving Shower2 (Others),,4,Pcs,700,"2,800.00",
,Sanitary Works,7th Floor,,5" Net,,6,Pcs,450,"2,700.00",
,Sanitary Works,7th Floor,,2" Net,,7,Pcs,50,350,
,Sanitary Works,7th Floor,,10 mm Bush,,15,Pcs,30,450,
,Sanitary Works,7th Floor,,15 mm Bush,,15,Pcs,30,450,
,Sanitary Works,7th Floor,,Thread Tape,,12,Pcs,20,240,
,Sanitary Works,7th Floor,,Korean Putting,,10,Pcs,20,200,
,Sanitary Works,7th Floor,,White Cement,,3,Kg,70,210,
,Sanitary Works,7th Floor,,Lowdown,,1,Pcs,900,900,
,Sanitary Works,7th Floor,,Contructor Bill (All Complete),,1,Job,"32,500.00","32,500.00",
,Sanitary Works,8th Floor,,Commode 1 (Master Bath),,1,Pcs,"12,000.00","12,000.00",
,Sanitary Works,8th Floor,,Commode 2 (Others),,3,Pcs,"6,000.00","18,000.00",
,Sanitary Works,8th Floor,,Basin1 (Master Bath),,1,Pcs,"2,800.00","2,800.00",
,Sanitary Works,8th Floor,,Basin2 (Others),,4,Pcs,"2,000.00","8,000.00",
,Sanitary Works,8th Floor,,Basin Mixture,,5,Pcs,"3,500.00","17,500.00",
,Sanitary Works,8th Floor,,Basin Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,8th Floor,,Bathtub Mixture,,1,Pcs,"4,500.00","4,500.00",
,Sanitary Works,8th Floor,,Sink,,1,Pcs,"3,000.00","3,000.00",
,Sanitary Works,8th Floor,,Sink Mixture,,1,Pcs,"3,500.00","3,500.00",
,Sanitary Works,8th Floor,,Sink Pillar Cock,,,Pcs,"1,000.00",0,
,Sanitary Works,8th Floor,,Sink waste,,1,Pcs,250,250,
,Sanitary Works,8th Floor,,Basin waste,,5,Pcs,250,"1,250.00",
,Sanitary Works,8th Floor,,Sink Magic Pipe,,1,Pcs,100,100,
,Sanitary Works,8th Floor,,Basin Magic Pipe,,5,Pcs,100,500,
,Sanitary Works,8th Floor,,Bib Cock,,3,Pcs,750,"2,250.00",
,Sanitary Works,8th Floor,,Angle Stop Cork,,21,Pcs,550,"11,550.00",
,Sanitary Works,8th Floor,,Connection Pipe,,21,Pcs,50,"1,050.00",
,Sanitary Works,8th Floor,,Glass self,,5,Pcs,550,"2,750.00",
,Sanitary Works,8th Floor,,Mirror,,5,Pcs,800,"4,000.00",
,Sanitary Works,8th Floor,,Towel rail1 (Master Bath),,1,Pcs,600,600,
,Sanitary Works,8th Floor,,Towel rail2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,8th Floor,,Ring Towel rail,,1,Pcs,300,300,
,Sanitary Works,8th Floor,,Soap Case1 (Master Bath),,1,Pcs,650,650,
,Sanitary Works,8th Floor,,Soap Case2 (Others),,4,Pcs,500,"2,000.00",
,Sanitary Works,8th Floor,,Push Shower1 (Master Bath),,1,Pcs,350,350,
,Sanitary Works,8th Floor,,Push Shower2 (Others),,3,Pcs,250,750,
,Sanitary Works,8th Floor,,Paper Holder1 (Master Bath),,1,Pcs,250,250,
,Sanitary Works,8th Floor,,Paper Holder2 (Others),,4,Pcs,180,720,
,Sanitary Works,8th Floor,,Moving Shower1 (Master Bath),,1,Pcs,"1,000.00","1,000.00",
,Sanitary Works,8th Floor,,Moving Shower2 (Others),,4,Pcs,700,"2,800.00",
,Sanitary Works,8th Floor,,5" Net,,6,Pcs,450,"2,700.00",
,Sanitary Works,8th Floor,,2" Net,,7,Pcs,50,350,
,Sanitary Works,8th Floor,,10 mm Bush,,15,Pcs,30,450,
,Sanitary Works,8th Floor,,15 mm Bush,,15,Pcs,30,450,
,Sanitary Works,8th Floor,,Thread Tape,,12,Pcs,20,240,
,Sanitary Works,8th Floor,,Korean Putting,,10,Pcs,20,200,
,Sanitary Works,8th Floor,,White Cement,,3,Kg,70,210,
,Sanitary Works,8th Floor,,Lowdown,,1,Pcs,900,900,
,Sanitary Works,8th Floor,,Contructor Bill (All Complete),,1,Job,"32,500.00","32,500.00",
,Paint Work,Common,Inside Paint Work,Water sealer (Inside Paint Work),Berger 18.0 Ltr,40,Drum,"2,600.00","104,000.00",
,Paint Work,Common,Inside Paint Work,Enamel Paint (Inside Paint Work),Berger 3.64 Ltr,30,Gallon,"1,080.00","32,400.00",
,Paint Work,Common,Inside Paint Work,Chalk powder (Inside Paint Work),Berger 25 Kg,35,Bag,520,"18,200.00",
,Paint Work,Common,Inside Paint Work,Wall Putty (Inside Paint Work),Berger 18.20 Ltr,80,Drum,"2,320.00","185,600.00",
,Paint Work,Common,Inside Paint Work,Thiner (T  6) (Inside Paint Work),Berger 4 ltr,12,Gallon,500,"6,000.00",
